# =============================================================================
# Suzume User Dictionary - Brands, Products & Technology
# =============================================================================
#
# Format: surface<TAB>pos
#
# =============================================================================

# --- brands ---
.NET Core	NOUN
8th Wall	NOUN
A-Frame	NOUN
A BATHING APE	NOUN
ADAM ET ROPE	NOUN
AQUOS sense	NOUN
ASP.NET	NOUN
AUDEMARS PIGUET	NOUN
AWS IoT	NOUN
Active Directory	NOUN
Adobe XD	NOUN
AirPods Max	NOUN
AirPods Pro	NOUN
Alfa Romeo	NOUN
Alibaba Cloud	NOUN
Alpine Linux	NOUN
Amazon Braket	NOUN
Amazon Echo	NOUN
Amazon Fresh	NOUN
Amazon Linux	NOUN
Amazon Music	NOUN
Amazon Prime	NOUN
Amazon Prime Video	NOUN
Amazon Web Services	NOUN
Android Studio	NOUN
Ant Design	NOUN
Apache Airflow	NOUN
Apache Beam	NOUN
Apache Druid	NOUN
Apache Flink	NOUN
Apache Hive	NOUN
Apache Hudi	NOUN
Apache Iceberg	NOUN
Apache Kafka	NOUN
Apache Pulsar	NOUN
Apache Spark	NOUN
Apache Superset	NOUN
Apex Legends	NOUN
Apollo Client	NOUN
App Runner	NOUN
Apple Maps	NOUN
Apple Music	NOUN
Apple Pay	NOUN
Apple Pencil	NOUN
Apple Silicon	NOUN
Apple TV	NOUN
Apple TV+	NOUN
Apple Vision Pro	NOUN
Apple Watch	NOUN
Arc'teryx	NOUN
Arch Linux	NOUN
Azure DevOps	NOUN
Azure Functions	NOUN
Azure IoT	NOUN
Azure Quantum	NOUN
BOBBI BROWN	NOUN
BOTTEGA VENETA	NOUN
Babylon.js	NOUN
Blob Storage	NOUN
Booking.com	NOUN
Bullet Physics	NOUN
CANADA GOOSE	NOUN
CI/CD	NOUN
CLIP STUDIO	NOUN
COMME des GARCONS	NOUN
CX-5	NOUN
CX-60	NOUN
Call of Duty	NOUN
Chakra UI	NOUN
Cloud Functions	NOUN
Cloud Run	NOUN
Cloud SQL	NOUN
Cloud Spanner	NOUN
Cloud Storage	NOUN
Cloudflare Workers	NOUN
Coca-Cola	NOUN
Command R	NOUN
Compute Engine	NOUN
Core Ultra	NOUN
Core Web Vitals	NOUN
Core i5	NOUN
Core i7	NOUN
Core i9	NOUN
Cosmos DB	NOUN
Counter-Strike	NOUN
D&G	NOUN
D-Wave	NOUN
DALL-E	NOUN
DALL-E 3	NOUN
Delta Lake	NOUN
EA FC	NOUN
ELDEN RING	NOUN
ELK Stack	NOUN
EOS R	NOUN
Echo Dot	NOUN
Echo Show	NOUN
Epic Online Services	NOUN
Estee Lauder	NOUN
Express.js	NOUN
Fate/Grand Order	NOUN
Fire TV	NOUN
Fire TV Stick	NOUN
Fly.io	NOUN
Forever 21	NOUN
G-SHOCK	NOUN
GIORGIO ARMANI	NOUN
GLOBAL WORK	NOUN
GPT-3.5	NOUN
GPT-4	NOUN
GPT-4o	NOUN
GR III	NOUN
GT-R	NOUN
Galaxy Buds	NOUN
Galaxy S24	NOUN
Galaxy Tab	NOUN
Galaxy Watch	NOUN
Galaxy Z Flip	NOUN
Galaxy Z Fold	NOUN
General Motors	NOUN
Genshin Impact	NOUN
GitHub Actions	NOUN
GitHub Copilot	NOUN
GitHub Flow	NOUN
GitLab CI	NOUN
Google Cloud	NOUN
Google Cloud IoT	NOUN
Google Cloud Platform	NOUN
Google Colab	NOUN
Google Flights	NOUN
Google Home	NOUN
Google Meet	NOUN
Google Nest	NOUN
Google Pay	NOUN
Google Quantum AI	NOUN
Grand Seiko	NOUN
Great Expectations	NOUN
H&M	NOUN
HTC Vive	NOUN
HTTP/2	NOUN
HTTP/3	NOUN
HUMAN MADE	NOUN
Horizon Worlds	NOUN
Hotels.com	NOUN
Hugging Face	NOUN
Hyper-V	NOUN
IBM Cloud	NOUN
IBM Quantum	NOUN
IRIS OHYAMA	NOUN
ISSEY MIYAKE	NOUN
Identity V	NOUN
Infrastructure as Code	NOUN
Intel Foundry	NOUN
IntelliJ IDEA	NOUN
JILL STUART	NOUN
JOURNAL STANDARD	NOUN
Jetpack Compose	NOUN
Joy-Con	NOUN
Jupyter Notebook	NOUN
Kafka Streams	NOUN
Kindle Unlimited	NOUN
L'Oreal	NOUN
LINE Pay	NOUN
LM Studio	NOUN
LOUIS VUITTON	NOUN
LOWRYS FARM	NOUN
Land Rover	NOUN
League of Legends	NOUN
Let's note	NOUN
Llama 2	NOUN
Llama 3	NOUN
Louis Vuitton	NOUN
MICHAEL KORS	NOUN
MIU MIU	NOUN
MacBook Air	NOUN
MacBook Pro	NOUN
Mac Pro	NOUN
Mac Studio	NOUN
Mac mini	NOUN
Maison Margiela	NOUN
Material UI	NOUN
McDonald's	NOUN
Mercedes-Benz	NOUN
Meta Quest	NOUN
Meta Quest 3	NOUN
Microsoft Azure	NOUN
Microsoft Teams	NOUN
Monte Carlo	NOUN
N-BOX	NOUN
Nature Remo	NOUN
Nest Hub	NOUN
New Balance	NOUN
New Relic	NOUN
Next.js	NOUN
Nike Run Club	NOUN
Nintendo 3DS	NOUN
Nintendo DS	NOUN
Nintendo Switch	NOUN
Nintendo Switch 2	NOUN
Node.js	NOUN
Nothing Phone	NOUN
Nuxt.js	NOUN
OFF-WHITE	NOUN
OM SYSTEM	NOUN
Objective-C	NOUN
Oculus Quest	NOUN
Oculus Rift	NOUN
OpenID Connect	NOUN
Oracle Cloud	NOUN
Oracle Database	NOUN
Oura Ring	NOUN
PATEK PHILIPPE	NOUN
PS Vita	NOUN
Phi-2	NOUN
Phi-3	NOUN
Philips Hue	NOUN
Pixel 8	NOUN
Pixel 8 Pro	NOUN
Pixel 9	NOUN
Pixel Buds	NOUN
Pixel Tablet	NOUN
Pixel Watch	NOUN
Pixi.js	NOUN
PlayStation VR	NOUN
Power Apps	NOUN
Power Automate	NOUN
Power BI	NOUN
Preferred Networks	NOUN
Protocol Buffers	NOUN
Pub/Sub	NOUN
REST API	NOUN
RICHARD MILLE	NOUN
RISC-V	NOUN
ROG Phone	NOUN
RTX 4070	NOUN
RTX 4080	NOUN
RTX 4090	NOUN
Raspberry Pi	NOUN
Razer Blade	NOUN
React Native	NOUN
React Query	NOUN
Rec Room	NOUN
Red Bull	NOUN
Red Hat	NOUN
Redis Streams	NOUN
Route 53	NOUN
Ruby on Rails	NOUN
S&B	NOUN
S.RIDE	NOUN
SAINT LAURENT	NOUN
SK-II	NOUN
SMILE-UP.	NOUN
SQL Server	NOUN
STONE ISLAND	NOUN
Samsung Foundry	NOUN
Segment Anything	NOUN
Server-Sent Events	NOUN
Service Worker	NOUN
Shadow DOM	NOUN
Snow Peak	NOUN
Source Engine	NOUN
Spring Boot	NOUN
Stable Diffusion	NOUN
Steam Deck	NOUN
Styled Components	NOUN
Sublime Text	NOUN
Surface Book	NOUN
Surface Go	NOUN
Surface Laptop	NOUN
Surface Pro	NOUN
Surface Studio	NOUN
Switch Lite	NOUN
TAG Heuer	NOUN
TECH CAMP	NOUN
THE NORTH FACE	NOUN
TOM FORD BEAUTY	NOUN
