# =============================================================================
# Suzume User Dictionary - Historical Figures (幕末の志士・歴史上の政治家)
# =============================================================================
#
# Format: surface<TAB>pos
#
# =============================================================================
坂本龍馬	NOUN
西郷隆盛	NOUN
大久保利通	NOUN
木戸孝允	NOUN
高杉晋作	NOUN
吉田松陰	NOUN
桂小五郎	NOUN
勝海舟	NOUN
岩倉具視	NOUN
伊藤博文	NOUN
山県有朋	NOUN
板垣退助	NOUN
大隈重信	NOUN
井伊直弼	NOUN
徳川慶喜	NOUN
近藤勇	NOUN
土方歳三	NOUN
沖田総司	NOUN
永倉新八	NOUN
原田左之助	NOUN
藤堂平助	NOUN
山南敬助	NOUN
芹沢鴨	NOUN
榎本武揚	NOUN
中岡慎太郎	NOUN
武市半平太	NOUN
久坂玄瑞	NOUN
山内容堂	NOUN
松平容保	NOUN
河井継之助	NOUN
西郷従道	NOUN
前原一誠	NOUN
江藤新平	NOUN
副島種臣	NOUN
大村益次郎	NOUN
広沢真臣	NOUN
三条実美	NOUN
原敬	NOUN
桂太郎	NOUN
西園寺公望	NOUN
犬養毅	NOUN
東條英機	NOUN
近衛文麿	NOUN
吉田茂	NOUN
鳩山一郎	NOUN
岸信介	NOUN
池田勇人	NOUN
佐藤栄作	NOUN
田中角栄	NOUN
福田赳夫	NOUN
大平正芳	NOUN
中曽根康弘	NOUN
竹下登	NOUN
宮澤喜一	NOUN
細川護熙	NOUN
橋本龍太郎	NOUN
小渕恵三	NOUN
島津斉彬	NOUN
島津久光	NOUN
毛利敬親	NOUN
鍋島直正	NOUN
松平春嶽	NOUN
伊達宗城	NOUN
佐久間象山	NOUN
横井小楠	NOUN
由利公正	NOUN
後藤象二郎	NOUN
陸奥宗光	NOUN
小松帯刀	NOUN
大山巌	NOUN
東郷平八郎	NOUN
乃木希典	NOUN
児玉源太郎	NOUN
黒田清隆	NOUN
松方正義	NOUN
寺内正毅	NOUN
加藤高明	NOUN
浜口雄幸	NOUN
若槻禮次郎	NOUN
鈴木貫太郎	NOUN
幣原喜重郎	NOUN
片山哲	NOUN
芦田均	NOUN
石橋湛山	NOUN
渋沢栄一	NOUN
