# =============================================================================
# Suzume L2 Dictionary - Adjectives (形容詞)
# =============================================================================
#
# Format: surface<TAB>pos<TAB>conj_type
#
# I-adjectives (I_ADJ): conjugate with い ending
# NA-adjectives (NA_ADJ): conjugate with な/だ
#
# =============================================================================

# --- I-adjectives: General ---
# しんどい - colloquial adjective

# --- I-adjectives (い形容詞) ---
愛らしい	ADJECTIVE	I_ADJ
浅い	ADJECTIVE	I_ADJ
あたたかい	ADJECTIVE	I_ADJ
新しい	ADJECTIVE	I_ADJ
暑い	ADJECTIVE	I_ADJ
熱い	ADJECTIVE	I_ADJ
あぶない	ADJECTIVE	I_ADJ
怪しい	ADJECTIVE	I_ADJ
ありがたい	ADJECTIVE	I_ADJ
忙しい	ADJECTIVE	I_ADJ
いたたまれない	ADJECTIVE	I_ADJ
著しい	ADJECTIVE	I_ADJ
いやらしい	ADJECTIVE	I_ADJ
胡散臭い	ADJECTIVE	I_ADJ
美しい	ADJECTIVE	I_ADJ
上手い	ADJECTIVE	I_ADJ
うまい	ADJECTIVE	I_ADJ
うやうやしい	ADJECTIVE	I_ADJ
嬉しい	ADJECTIVE	I_ADJ
美味しい	ADJECTIVE	I_ADJ
多い	ADJECTIVE	I_ADJ
大きい	ADJECTIVE	I_ADJ
おかしい	ADJECTIVE	I_ADJ
遅い	ADJECTIVE	I_ADJ
おっかない	ADJECTIVE	I_ADJ
男らしい	ADJECTIVE	I_ADJ
おとなしい	ADJECTIVE	I_ADJ
おびただしい	ADJECTIVE	I_ADJ
おもしろい	ADJECTIVE	I_ADJ
硬い	ADJECTIVE	I_ADJ
かたじけない	ADJECTIVE	I_ADJ
かっこいい	ADJECTIVE	I_ADJ
悲しい	ADJECTIVE	I_ADJ
かわいい	ADJECTIVE	I_ADJ
可愛い	ADJECTIVE	I_ADJ
可愛らしい	ADJECTIVE	I_ADJ
厳しい	ADJECTIVE	I_ADJ
気持ちいい	ADJECTIVE	I_ADJ
気持ちよい	ADJECTIVE	I_ADJ
くだらない	ADJECTIVE	I_ADJ
悔しい	ADJECTIVE	I_ADJ
苦しい	ADJECTIVE	I_ADJ
けしからん	ADJECTIVE	I_ADJ
恋しい	ADJECTIVE	I_ADJ
こころもとない	ADJECTIVE	I_ADJ
寂しい	ADJECTIVE	I_ADJ
寒い	ADJECTIVE	I_ADJ
騒がしい	ADJECTIVE	I_ADJ
親しい	ADJECTIVE	I_ADJ
しんどい	ADJECTIVE	I_ADJ
少ない	ADJECTIVE	I_ADJ
すごい	ADJECTIVE	I_ADJ
涼しい	ADJECTIVE	I_ADJ
素晴らしい	ADJECTIVE	I_ADJ
狭い	ADJECTIVE	I_ADJ
騒々しい	ADJECTIVE	I_ADJ
高い	ADJECTIVE	I_ADJ
正しい	ADJECTIVE	I_ADJ
楽しい	ADJECTIVE	I_ADJ
たまらない	ADJECTIVE	I_ADJ
だらしない	ADJECTIVE	I_ADJ
小さい	ADJECTIVE	I_ADJ
つまらない	ADJECTIVE	I_ADJ
つめたい	ADJECTIVE	I_ADJ
強い	ADJECTIVE	I_ADJ
でっかい	ADJECTIVE	I_ADJ
長い	ADJECTIVE	I_ADJ
懐かしい	ADJECTIVE	I_ADJ
激しい	ADJECTIVE	I_ADJ
恥ずかしい	ADJECTIVE	I_ADJ
はなはだしい	ADJECTIVE	I_ADJ
早い	ADJECTIVE	I_ADJ
晴れ晴れしい	ADJECTIVE	I_ADJ
ひもじい	ADJECTIVE	I_ADJ
広い	ADJECTIVE	I_ADJ
深い	ADJECTIVE	I_ADJ
欲しい	ADJECTIVE	I_ADJ
短い	ADJECTIVE	I_ADJ
難しい	ADJECTIVE	I_ADJ
胸糞悪い	ADJECTIVE	I_ADJ
珍しい	ADJECTIVE	I_ADJ
めでたい	ADJECTIVE	I_ADJ
ものすごい	ADJECTIVE	I_ADJ
ものたりない	ADJECTIVE	I_ADJ
喧しい	ADJECTIVE	I_ADJ
優しい	ADJECTIVE	I_ADJ
安い	ADJECTIVE	I_ADJ
やばい	ADJECTIVE	I_ADJ
やわらかい	ADJECTIVE	I_ADJ
柔らかい	ADJECTIVE	I_ADJ
善い	ADJECTIVE	I_ADJ
好い	ADJECTIVE	I_ADJ
弱い	ADJECTIVE	I_ADJ

# --- NA-adjectives (な形容詞) ---
新た	ADJECTIVE	NA_ADJ
ありきたり	ADJECTIVE	NA_ADJ
嫌	ADJECTIVE	NA_ADJ
確実	ADJECTIVE	NA_ADJ
可哀想	ADJECTIVE	NA_ADJ
可哀そう	ADJECTIVE	NA_ADJ
簡単	ADJECTIVE	NA_ADJ
嫌い	ADJECTIVE	NA_ADJ
綺麗	ADJECTIVE	NA_ADJ
きれい	ADJECTIVE	NA_ADJ
元気	ADJECTIVE	NA_ADJ
幸い	ADJECTIVE	NA_ADJ
流石	ADJECTIVE	NA_ADJ
静か	ADJECTIVE	NA_ADJ
しずか	ADJECTIVE	NA_ADJ
自然	ADJECTIVE	NA_ADJ
しんちょう	ADJECTIVE	NA_ADJ
慎重	ADJECTIVE	NA_ADJ
シンプル	ADJECTIVE	NA_ADJ
重要	ADJECTIVE	NA_ADJ
上手	ADJECTIVE	NA_ADJ
好き	ADJECTIVE	NA_ADJ
確か	ADJECTIVE	NA_ADJ
大嫌い	ADJECTIVE	NA_ADJ
大丈夫	ADJECTIVE	NA_ADJ
大好き	ADJECTIVE	NA_ADJ
ていねい	ADJECTIVE	NA_ADJ
丁寧	ADJECTIVE	NA_ADJ
特別	ADJECTIVE	NA_ADJ
ハード	ADJECTIVE	NA_ADJ
非常	ADJECTIVE	NA_ADJ
必要	ADJECTIVE	NA_ADJ
頻繁	ADJECTIVE	NA_ADJ
微妙	ADJECTIVE	NA_ADJ
不可能	ADJECTIVE	NA_ADJ
複雑	ADJECTIVE	NA_ADJ
ふくよか	ADJECTIVE	NA_ADJ
まじ	ADJECTIVE	NA_ADJ
無限	ADJECTIVE	NA_ADJ
むちむち	ADJECTIVE	NA_ADJ
むちゃくちゃ	ADJECTIVE	NA_ADJ
無鉄砲	ADJECTIVE	NA_ADJ
無理	ADJECTIVE	NA_ADJ
めちゃくちゃ	ADJECTIVE	NA_ADJ
有名	ADJECTIVE	NA_ADJ
おめでたい	ADJECTIVE	I_ADJ
妙	ADJECTIVE	NA_ADJ
遥か	ADJECTIVE	NA_ADJ
滅多	ADJECTIVE	NA_ADJ
かすか	ADJECTIVE	NA_ADJ
大切	ADJECTIVE	NA_ADJ
困難	ADJECTIVE	NA_ADJ
情けない	ADJECTIVE	I_ADJ
定か	ADJECTIVE	NA_ADJ
密か	ADJECTIVE	NA_ADJ
穏やか	ADJECTIVE	NA_ADJ
緩やか	ADJECTIVE	NA_ADJ
賑やか	ADJECTIVE	NA_ADJ
華やか	ADJECTIVE	NA_ADJ
爽やか	ADJECTIVE	NA_ADJ
鮮やか	ADJECTIVE	NA_ADJ
豊か	ADJECTIVE	NA_ADJ
愚か	ADJECTIVE	NA_ADJ
僅か	ADJECTIVE	NA_ADJ
良い	ADJECTIVE	I_ADJ
悪い	ADJECTIVE	I_ADJ
赤い	ADJECTIVE	I_ADJ
青い	ADJECTIVE	I_ADJ
白い	ADJECTIVE	I_ADJ
黒い	ADJECTIVE	I_ADJ
低い	ADJECTIVE	I_ADJ
太い	ADJECTIVE	I_ADJ
細い	ADJECTIVE	I_ADJ
甘い	ADJECTIVE	I_ADJ
辛い	ADJECTIVE	I_ADJ
痛い	ADJECTIVE	I_ADJ
眠い	ADJECTIVE	I_ADJ
怖い	ADJECTIVE	I_ADJ
重い	ADJECTIVE	I_ADJ
軽い	ADJECTIVE	I_ADJ
固い	ADJECTIVE	I_ADJ
丸い	ADJECTIVE	I_ADJ
若い	ADJECTIVE	I_ADJ
濃い	ADJECTIVE	I_ADJ
薄い	ADJECTIVE	I_ADJ
荒い	ADJECTIVE	I_ADJ
鋭い	ADJECTIVE	I_ADJ
鈍い	ADJECTIVE	I_ADJ
賢い	ADJECTIVE	I_ADJ
偉い	ADJECTIVE	I_ADJ
醜い	ADJECTIVE	I_ADJ
尊い	ADJECTIVE	I_ADJ
貴い	ADJECTIVE	I_ADJ
幼い	ADJECTIVE	I_ADJ
汚い	ADJECTIVE	I_ADJ
臭い	ADJECTIVE	I_ADJ
煙い	ADJECTIVE	I_ADJ
面白い	ADJECTIVE	I_ADJ
古い	ADJECTIVE	I_ADJ
速い	ADJECTIVE	I_ADJ
もったいない	ADJECTIVE	I_ADJ
細かい	ADJECTIVE	I_ADJ
温かい	ADJECTIVE	I_ADJ
暖かい	ADJECTIVE	I_ADJ
でかい	ADJECTIVE	I_ADJ
だるい	ADJECTIVE	I_ADJ
危ない	ADJECTIVE	I_ADJ
切ない	ADJECTIVE	I_ADJ
儚い	ADJECTIVE	I_ADJ
馬鹿らしい	ADJECTIVE	I_ADJ
何気ない	ADJECTIVE	I_ADJ
呆気ない	ADJECTIVE	I_ADJ
遠慮ない	ADJECTIVE	I_ADJ
心許ない	ADJECTIVE	I_ADJ
厳か	ADJECTIVE	NA_ADJ
微か	ADJECTIVE	NA_ADJ
細か	ADJECTIVE	NA_ADJ
便利	ADJECTIVE	NA_ADJ
しょうがない	ADJECTIVE	I_ADJ
大まか	ADJECTIVE	NA_ADJ
大事	ADJECTIVE	NA_ADJ
まれ	ADJECTIVE	NA_ADJ
ひたむき	ADJECTIVE	NA_ADJ
当たり前	ADJECTIVE	NA_ADJ
あどけない	ADJECTIVE	I_ADJ
おぼつかない	ADJECTIVE	I_ADJ
あっけない	ADJECTIVE	I_ADJ
物足りない	ADJECTIVE	I_ADJ
だめ	ADJECTIVE	NA_ADJ
駄目	ADJECTIVE	NA_ADJ
素敵	ADJECTIVE	NA_ADJ
おこがましい	ADJECTIVE	I_ADJ
まし	ADJECTIVE	NA_ADJ
