# =============================================================================
# Suzume L2 Dictionary - Adverbs (副詞)
# =============================================================================
#
# Format: surface<TAB>pos<TAB>conj_type
#
# Note: Basic adverbs (なかなか, いつも, etc.) are in L1 adverbs.h
# Note: な形容詞 + に patterns (非常に, 本当に, etc.) handled by L1 na_adjectives.h
#
# Only add adverbs that:
# - Are over-split without dict (hiragana adverbs)
# - Need POS distinction (would be NOUN without dict)
#
# =============================================================================

# --- Irregular adverb form ---
# よく is the adverbial form of よい/いい (irregular conjugation)
あたかも	ADVERB
あながち	ADVERB
あまりに	ADVERB
あらかじめ	ADVERB
言うまでもなく	ADVERB
如何	ADVERB
いきなり	ADVERB
いささか	ADVERB
いざ	ADVERB
いずれ	ADVERB
一気に	ADVERB
いったい	ADVERB
いっぱい	ADVERB
一般に	ADVERB
いつも	ADVERB
おいで	ADVERB
大いに	ADVERB
多くとも	ADVERB
おまけに	ADVERB
思い切って	ADVERB
思わず	ADVERB
おもわず	ADVERB
かくして	ADVERB
俄然	ADVERB
がたり	ADVERB
ガチか	ADVERB
がちで	ADVERB
がっかり	ADVERB
がっつり	ADVERB
繰り返し	ADVERB
こう	ADVERB
さすが	ADVERB
さっさと	ADVERB
颯爽と	ADVERB
さっぱり	ADVERB
さながら	ADVERB
さらに	ADVERB
次第に	ADVERB
しどろもどろ	ADVERB
しばらく	ADVERB
少々	ADVERB
少なくとも	ADVERB
すぐ	ADVERB
すこし	ADVERB
少しずつ	ADVERB
すでに	ADVERB
せっかく	ADVERB
せめて	ADVERB
せんだって	ADVERB
ぜひ	ADVERB
その上	ADVERB
そのまま	ADVERB
そろり	ADVERB
そろりそろり	ADVERB
大変	ADVERB
たくさん	ADVERB
多少	ADVERB
たっぷり	ADVERB
たとえ	ADVERB
だいたい	ADVERB
ちっとも	ADVERB
ちゃっかり	ADVERB
ちょっぴり	ADVERB
つくづく	ADVERB
続いて	ADVERB
強いて	ADVERB
というか	ADVERB
到底	ADVERB
とことん	ADVERB
とっとと	ADVERB
とにかく	ADVERB
ともに	ADVERB
とりあえず	ADVERB
とんと	ADVERB
どう	ADVERB
同時に	ADVERB
どうせ	ADVERB
堂々と	ADVERB
どうも	ADVERB
どうやら	ADVERB
どさり	ADVERB
どれほど	ADVERB
どんなに	ADVERB
中でも	ADVERB
半ば	ADVERB
なぜか	ADVERB
何気に	ADVERB
なにしろ	ADVERB
なるほど	ADVERB
なんだか	ADVERB
何となく	ADVERB
なんとなく	ADVERB
二度と	ADVERB
ヌルッと	ADVERB
のんびり	ADVERB
初めて	ADVERB
はたして	ADVERB
はなはだ	ADVERB
ばたり	ADVERB
引き続き	ADVERB
ひたすら	ADVERB
ひときわ	ADVERB
一際	ADVERB
ひどく	ADVERB
びっくり	ADVERB
びみょーに	ADVERB
再び	ADVERB
へとへと	ADVERB
ほぼ	ADVERB
本当に	ADVERB
ほんとに	ADVERB
ほんのり	ADVERB
ほんわか	ADVERB
ぼんやり	ADVERB
まさか	ADVERB
まして	ADVERB
マジか	ADVERB
マジかで	ADVERB
まず	ADVERB
まんまと	ADVERB
むっちり	ADVERB
無理やり	ADVERB
無理矢理	ADVERB
滅多に	ADVERB
めっちゃ	ADVERB
もう	ADVERB
もう少し	ADVERB
もし	ADVERB
もしか	ADVERB
もじゃもじゃ	ADVERB
もちろん	ADVERB
もっと	ADVERB
もはや	ADVERB
やたら	ADVERB
やっぱ	ADVERB
やっぱり	ADVERB
やはり	ADVERB
ゆるゆると	ADVERB
要するに	ADVERB
よく	ADVERB
よろしく	ADVERB
ろくに	ADVERB
しっかり	ADVERB
